,points_range,deslen,price_range,variety,province
1552,85-89,298,10-19,Malbec-Cabernet Sauvignon,Mendoza Province
1553,85-89,378,30-39,Malbec,Mendoza Province
1554,85-89,268,20-29,Chardonnay,Mendoza Province
1555,80-84,217,10-19,Malbec,Mendoza Province
1556,80-84,256,10-19,Cabernet Sauvignon,Mendoza Province
1557,85-89,243,10-19,Torrontés,Mendoza Province
1558,85-89,280,10-19,Malbec,Mendoza Province
1559,85-89,187,10-19,Malbec,Mendoza Province
1560,85-89,226,10-19,Malbec,Mendoza Province
1561,85-89,295,20-29,Malbec,Mendoza Province
1562,85-89,343,50-59,Red Blend,Other
1563,85-89,243,10-19,Malbec,Mendoza Province
1564,85-89,300,60-79,Malbec,Mendoza Province
1565,85-89,321,40-49,Chardonnay,Mendoza Province
1566,85-89,301,10-19,Pinot Noir,Mendoza Province
1567,85-89,290,10-19,Cabernet Sauvignon-Malbec,Mendoza Province
1568,90-94,409,30-39,Malbec,Mendoza Province
1569,85-89,235,10-19,Torrontés,Mendoza Province
1570,90-94,270,20-29,Malbec,Mendoza Province
1571,90-94,237,30-39,Malbec,Mendoza Province
1572,90-94,293,20-29,Malbec,Mendoza Province
1573,90-94,382,30-39,Malbec,Mendoza Province
1574,90-94,423,30-39,Malbec,Mendoza Province
1575,80-84,211,10-19,Malbec,Mendoza Province
1576,85-89,307,10-19,Malbec,Mendoza Province
1577,90-94,282,60-79,Malbec,Mendoza Province
1578,90-94,298,80-99,Malbec,Mendoza Province
1579,85-89,253,20-29,Sparkling Blend,Mendoza Province
1580,85-89,313,10-19,Malbec,Mendoza Province
1581,85-89,232,10-19,Bonarda,Mendoza Province
1582,80-84,238,10-19,Chardonnay,Mendoza Province
1583,80-84,230,10-19,Chardonnay-Sauvignon,Mendoza Province
1584,85-89,187,10-19,Syrah,Mendoza Province
1585,85-89,301,20-29,Malbec,Other
1586,85-89,313,10-19,Red Blend,Mendoza Province
1587,85-89,292,50-59,Malbec,Mendoza Province
1588,85-89,279,10-19,Red Blend,Mendoza Province
1589,85-89,193,<10,Torrontés,Other
1590,85-89,244,10-19,Torrontés,Other
1591,90-94,313,50-59,Red Blend,Mendoza Province
1592,90-94,342,60-79,Red Blend,Mendoza Province
1593,85-89,239,10-19,Malbec,Mendoza Province
1594,85-89,214,10-19,Torrontés,Other
1595,90-94,252,20-29,Malbec,Mendoza Province
1596,90-94,374,20-29,Malbec,Mendoza Province
1597,90-94,257,50-59,Malbec,Mendoza Province
1598,85-89,253,30-39,Cabernet Sauvignon,Mendoza Province
1599,85-89,212,10-19,Chenin Blanc-Chardonnay,Mendoza Province
1600,85-89,313,20-29,Red Blend,Mendoza Province
1601,85-89,282,20-29,Cabernet Sauvignon,Mendoza Province
1602,85-89,215,10-19,Malbec,Mendoza Province
1603,85-89,242,10-19,Malbec,Mendoza Province
1604,85-89,191,10-19,Malbec,Mendoza Province
1605,85-89,260,10-19,Red Blend,Other
1606,85-89,205,20-29,Cabernet Sauvignon,Mendoza Province
1607,85-89,224,50-59,White Blend,Mendoza Province
1608,85-89,256,20-29,Torrontés,Other
1609,85-89,309,20-29,Cabernet Sauvignon,Mendoza Province
1610,90-94,374,100+,Malbec,Mendoza Province
1611,90-94,305,30-39,Bordeaux-style Red Blend,Mendoza Province
1612,90-94,277,20-29,Cabernet Sauvignon,Mendoza Province
1613,90-94,337,40-49,Malbec,Mendoza Province
1614,85-89,307,10-19,Malbec,Mendoza Province
1615,85-89,379,100+,Malbec,Mendoza Province
1616,85-89,271,10-19,Syrah,Other
1617,85-89,243,10-19,Torrontés,Mendoza Province
1618,85-89,276,10-19,Merlot,Mendoza Province
1619,80-84,178,10-19,Sauvignon Blanc,Mendoza Province
1620,80-84,178,20-29,Viognier,Mendoza Province
1621,80-84,176,10-19,White Blend,Other
1622,85-89,214,20-29,Cabernet Sauvignon,Mendoza Province
1623,85-89,240,<10,Torrontés,Other
1624,85-89,221,20-29,Cabernet Sauvignon,Mendoza Province
1625,80-84,212,10-19,Cabernet Sauvignon,Mendoza Province
1626,80-84,153,10-19,Malbec,Mendoza Province
1627,80-84,271,10-19,Merlot,Mendoza Province
1628,80-84,219,10-19,White Blend,Other
1629,80-84,197,10-19,Torrontés,Mendoza Province
1630,80-84,187,10-19,Red Blend,Mendoza Province
1631,80-84,145,10-19,Rosé,Mendoza Province
1632,80-84,190,10-19,Rosé,Mendoza Province
1633,80-84,166,10-19,Malbec-Cabernet Sauvignon,Mendoza Province
1634,80-84,149,30-39,Torrontés,Other
1635,80-84,184,<10,Malbec,Mendoza Province
1636,85-89,261,20-29,Cabernet Sauvignon,Mendoza Province
1637,85-89,298,30-39,Red Blend,Mendoza Province
1638,85-89,217,30-39,Champagne Blend,Mendoza Province
1639,80-84,172,10-19,Malbec,Mendoza Province
1640,80-84,247,10-19,Malbec,Mendoza Province
1641,80-84,191,10-19,Cabernet Sauvignon,Mendoza Province
1642,85-89,261,30-39,Cabernet Sauvignon,Mendoza Province
1643,80-84,220,10-19,Chardonnay,Other
1644,90-94,345,60-79,Malbec,Mendoza Province
1645,90-94,270,20-29,Cabernet Franc,Mendoza Province
1646,90-94,325,30-39,Malbec,Mendoza Province
1647,90-94,278,20-29,Malbec,Mendoza Province
1648,90-94,272,30-39,Malbec,Mendoza Province
1649,90-94,323,20-29,Red Blend,Mendoza Province
1650,85-89,339,10-19,Malbec-Cabernet Sauvignon,Mendoza Province
1651,90-94,311,80-99,Cabernet Sauvignon,Mendoza Province
1652,85-89,274,10-19,Cabernet Sauvignon,Other
1653,85-89,281,10-19,Syrah,Mendoza Province
1654,85-89,267,10-19,Pinot Noir,Mendoza Province
1655,85-89,279,<10,Malbec,Other
1656,85-89,236,10-19,Malbec,Mendoza Province
1657,85-89,174,10-19,Chardonnay,Mendoza Province
1658,85-89,185,40-49,Sauvignon Blanc,Mendoza Province
1659,85-89,228,40-49,Cabernet Franc,Mendoza Province
1660,85-89,169,10-19,Cabernet Sauvignon,Mendoza Province
1661,85-89,179,10-19,Cabernet Sauvignon,Mendoza Province
1662,85-89,277,20-29,Cabernet Sauvignon,Mendoza Province
1663,85-89,189,10-19,Chardonnay,Mendoza Province
1664,85-89,285,10-19,Cabernet Sauvignon,Mendoza Province
1665,90-94,292,30-39,Chardonnay,Mendoza Province
1666,85-89,277,10-19,Malbec,Mendoza Province
1667,85-89,245,10-19,Cabernet Sauvignon-Shiraz,Other
1668,85-89,196,<10,Rosé,Mendoza Province
1669,80-84,219,10-19,Pinot Grigio,Mendoza Province
1670,80-84,196,10-19,Malbec,Mendoza Province
1671,85-89,257,10-19,Merlot,Mendoza Province
1672,85-89,297,10-19,Malbec,Mendoza Province
1673,85-89,254,10-19,Bonarda,Mendoza Province
1674,85-89,242,30-39,Malbec,Mendoza Province
1675,80-84,229,20-29,Malbec-Cabernet Sauvignon,Other
1676,80-84,226,10-19,Malbec,Mendoza Province
1677,80-84,223,20-29,Merlot,Mendoza Province
1678,85-89,168,10-19,Pinot Grigio,Mendoza Province
1679,90-94,437,60-79,Syrah-Viognier,Mendoza Province
1680,85-89,186,10-19,Chardonnay,Mendoza Province
1681,85-89,211,10-19,Torrontés,Other
1682,85-89,219,10-19,Rosé,Mendoza Province
1683,80-84,218,20-29,Torrontés,Mendoza Province
1684,80-84,189,10-19,Bonarda,Mendoza Province
1685,80-84,213,10-19,Sparkling Blend,Mendoza Province
1686,80-84,150,20-29,Pinot Noir,Mendoza Province
1687,80-84,198,10-19,Pinot Noir,Mendoza Province
1688,80-84,176,10-19,Malbec,Mendoza Province
1689,90-94,312,50-59,Cabernet Sauvignon,Mendoza Province
1690,85-89,272,80-99,Malbec-Tannat,Other
1691,90-94,381,40-49,Malbec,Mendoza Province
1692,90-94,306,20-29,Malbec,Mendoza Province
1693,90-94,329,60-79,Red Blend,Mendoza Province
1694,85-89,220,10-19,Malbec,Mendoza Province
1695,80-84,194,10-19,Tempranillo,Mendoza Province
1696,80-84,199,10-19,Chardonnay,Mendoza Province
1697,80-84,166,30-39,Malbec,Mendoza Province
1698,80-84,177,10-19,Chardonnay,Mendoza Province
1699,80-84,252,10-19,Cabernet Sauvignon,Other
1700,80-84,172,10-19,Malbec,Mendoza Province
1701,90-94,313,30-39,Cabernet Blend,Mendoza Province
1702,85-89,247,10-19,Cabernet Sauvignon,Mendoza Province
1703,85-89,218,10-19,Torrontés,Other
1704,80-84,265,10-19,Malbec,Mendoza Province
1705,80-84,170,10-19,Chardonnay,Other
1706,80-84,200,10-19,Cabernet Sauvignon,Mendoza Province
1707,85-89,222,10-19,Chardonnay,Mendoza Province
1708,90-94,321,40-49,Malbec,Mendoza Province
1709,85-89,258,20-29,Cabernet Sauvignon,Mendoza Province
1710,90-94,290,20-29,Malbec,Mendoza Province
1711,90-94,332,50-59,Malbec-Cabernet Franc,Mendoza Province
1712,90-94,294,10-19,Malbec,Mendoza Province
1713,95-99,318,100+,Malbec,Mendoza Province
1714,95-99,347,80-99,Malbec,Other
1715,85-89,216,10-19,Merlot,Other
1716,85-89,278,10-19,Chardonnay,Other
1717,90-94,312,10-19,Malbec,Mendoza Province
1718,90-94,311,30-39,Malbec,Mendoza Province
1719,90-94,353,30-39,Malbec-Merlot,Mendoza Province
1720,85-89,319,10-19,Bonarda,Mendoza Province
1721,85-89,309,20-29,Malbec,Mendoza Province
1722,85-89,371,20-29,Malbec,Other
1723,85-89,315,30-39,Malbec,Mendoza Province
1724,85-89,282,10-19,Pinot Noir,Mendoza Province
1725,85-89,254,20-29,Malbec,Mendoza Province
1726,85-89,204,10-19,White Blend,Mendoza Province
1727,85-89,258,20-29,Malbec,Mendoza Province
1728,85-89,272,20-29,Malbec,Mendoza Province
1729,85-89,274,20-29,Malbec,Mendoza Province
1730,85-89,258,20-29,Malbec,Mendoza Province
1731,85-89,265,30-39,Cabernet Franc,Mendoza Province
1732,85-89,309,30-39,Pinot Noir,Mendoza Province
1733,90-94,235,20-29,Malbec,Mendoza Province
1734,90-94,282,80-99,Cabernet Franc,Mendoza Province
1735,80-84,117,10-19,Chardonnay,Mendoza Province
1736,80-84,159,10-19,Cabernet Sauvignon,Mendoza Province
1737,90-94,282,30-39,Malbec,Mendoza Province
1738,90-94,324,40-49,Malbec,Mendoza Province
1739,90-94,295,20-29,Cabernet Sauvignon,Mendoza Province
1740,85-89,204,10-19,Torrontés,Mendoza Province
1741,85-89,249,10-19,Malbec,Mendoza Province
1742,85-89,228,10-19,Malbec,Mendoza Province
1743,85-89,211,10-19,Chardonnay,Mendoza Province
1744,85-89,257,10-19,Cabernet Sauvignon,Mendoza Province
1745,85-89,308,10-19,Malbec,Mendoza Province
1746,80-84,119,10-19,Malbec,Mendoza Province
1747,80-84,160,10-19,Syrah,Mendoza Province
1748,80-84,71,10-19,Pinot Grigio,Mendoza Province
1749,80-84,216,10-19,Malbec-Cabernet Sauvignon,Mendoza Province
1750,80-84,338,20-29,Malbec,Mendoza Province
1751,85-89,335,10-19,Red Blend,Mendoza Province
1752,85-89,231,10-19,Torrontés,Mendoza Province
1753,90-94,317,30-39,Malbec,Mendoza Province
1754,90-94,246,30-39,Malbec,Mendoza Province
1755,85-89,232,10-19,Torrontés,Mendoza Province
1756,85-89,270,20-29,Malbec,Mendoza Province
1757,85-89,340,20-29,Malbec,Other
1758,85-89,144,20-29,Malbec,Mendoza Province
1759,85-89,228,10-19,Cabernet Sauvignon,Mendoza Province
1760,80-84,223,10-19,Malbec,Mendoza Province
1761,90-94,319,50-59,Malbec,Mendoza Province
1762,85-89,325,50-59,Malbec,Mendoza Province
1763,90-94,321,80-99,Red Blend,Mendoza Province
1764,80-84,210,10-19,Cabernet Sauvignon,Mendoza Province
1765,80-84,194,10-19,Chardonnay-Viognier,Mendoza Province
1766,80-84,189,10-19,Malbec,Mendoza Province
1767,85-89,277,10-19,Bonarda,Other
1768,80-84,123,10-19,Merlot,Mendoza Province
1769,85-89,202,10-19,Malbec,Mendoza Province
1770,85-89,230,10-19,Malbec,Mendoza Province
1771,85-89,206,30-39,Malbec,Mendoza Province
1772,85-89,283,10-19,Malbec,Mendoza Province
1773,85-89,395,60-79,Trousseau,Other
1774,85-89,203,10-19,Torrontés,Other
1775,85-89,198,10-19,Malbec,Mendoza Province
1776,85-89,194,10-19,Malbec,Mendoza Province
1777,85-89,186,10-19,Malbec,Mendoza Province
1778,80-84,192,10-19,Malbec,Mendoza Province
1779,80-84,273,20-29,Cabernet Sauvignon,Mendoza Province
1780,85-89,304,10-19,Bonarda,Mendoza Province
1781,85-89,247,10-19,Cabernet Sauvignon,Mendoza Province
1782,90-94,265,80-99,Malbec,Mendoza Province
1783,90-94,298,30-39,Red Blend,Mendoza Province
1784,90-94,376,30-39,Malbec,Mendoza Province
1785,85-89,239,20-29,Malbec,Mendoza Province
1786,90-94,339,50-59,Malbec,Mendoza Province
1787,85-89,285,10-19,Syrah,Mendoza Province
1788,85-89,270,10-19,Malbec,Mendoza Province
1789,85-89,211,10-19,Pinot Grigio,Mendoza Province
1790,85-89,179,10-19,Malbec,Mendoza Province
1791,90-94,226,10-19,Cabernet Sauvignon,Mendoza Province
1792,90-94,388,40-49,Malbec,Mendoza Province
1793,90-94,278,30-39,Pinot Noir,Other
1794,80-84,167,10-19,Sauvignon Blanc,Other
1795,90-94,314,40-49,Malbec,Mendoza Province
1796,90-94,380,50-59,Malbec,Mendoza Province
1797,90-94,323,20-29,Malbec,Mendoza Province
1798,85-89,275,10-19,Malbec,Other
1799,85-89,255,30-39,Malbec,Mendoza Province
1800,85-89,235,10-19,Malbec,Mendoza Province
1801,85-89,238,10-19,Malbec,Mendoza Province
1802,85-89,274,40-49,Malbec-Cabernet,Other
1803,85-89,250,10-19,Torrontés,Other
1804,90-94,280,10-19,Malbec,Mendoza Province
1805,85-89,287,30-39,Pinot Noir,Mendoza Province
1806,85-89,306,20-29,Cabernet Sauvignon,Mendoza Province
1807,85-89,220,20-29,Torrontés,Other
1808,90-94,225,60-79,Malbec,Mendoza Province
1809,90-94,239,30-39,Malbec-Petit Verdot,Mendoza Province
1810,90-94,262,50-59,Malbec,Mendoza Province
1811,90-94,216,20-29,Petit Verdot,Mendoza Province
1812,90-94,264,50-59,Malbec,Mendoza Province
1813,85-89,183,10-19,Malbec,Mendoza Province
1814,85-89,283,20-29,Champagne Blend,Mendoza Province
1815,85-89,221,20-29,Rosé,Mendoza Province
1816,85-89,224,10-19,Cabernet Franc-Cabernet Sauvignon,Mendoza Province
1817,85-89,260,20-29,Malbec-Syrah,Mendoza Province
1818,85-89,176,10-19,Cabernet Sauvignon,Mendoza Province
1819,80-84,217,10-19,Merlot,Mendoza Province
1820,80-84,237,<10,White Blend,Mendoza Province
1821,95-99,353,100+,Malbec,Mendoza Province
1822,90-94,313,10-19,Malbec-Cabernet Sauvignon,Mendoza Province
1823,85-89,236,10-19,Torrontés,Other
1824,85-89,240,20-29,Malbec,Mendoza Province
1825,85-89,234,10-19,Malbec,Mendoza Province
1826,85-89,216,10-19,Cabernet-Malbec,Mendoza Province
1827,85-89,318,40-49,Bordeaux-style Red Blend,Mendoza Province
1828,85-89,218,10-19,Torrontés,Other
1829,85-89,263,20-29,Torrontés,Mendoza Province
1830,85-89,223,10-19,Malbec,Mendoza Province
1831,85-89,264,20-29,Cabernet Sauvignon,Mendoza Province
1832,85-89,234,10-19,Torrontés,Other
1833,90-94,261,40-49,Cabernet Sauvignon,Mendoza Province
1834,90-94,336,30-39,Malbec,Mendoza Province
1835,90-94,275,30-39,Cabernet Franc-Malbec,Mendoza Province
1836,85-89,265,10-19,Malbec,Other
1837,90-94,346,60-79,Malbec,Mendoza Province
1838,85-89,343,10-19,Chardonnay,Mendoza Province
1839,85-89,300,10-19,Malbec,Mendoza Province
1840,85-89,328,10-19,Red Blend,Mendoza Province
1841,85-89,286,30-39,Chardonnay,Mendoza Province
1842,85-89,334,10-19,Chardonnay,Mendoza Province
1843,85-89,253,10-19,Malbec,Mendoza Province
1844,85-89,263,10-19,Chardonnay,Mendoza Province
1845,85-89,306,10-19,Bordeaux-style Red Blend,Mendoza Province
1846,85-89,256,20-29,Chardonnay,Mendoza Province
1847,80-84,251,10-19,Pinot Noir,Mendoza Province
1848,85-89,255,20-29,Malbec,Mendoza Province
1849,85-89,243,10-19,Malbec,Mendoza Province
1850,90-94,291,20-29,Red Blend,Mendoza Province
1851,85-89,191,10-19,Bonarda,Mendoza Province
1852,85-89,307,20-29,Malbec,Mendoza Province
1853,85-89,277,10-19,Malbec,Mendoza Province
1854,90-94,352,20-29,Malbec-Cabernet Sauvignon,Other
1855,90-94,322,10-19,Bordeaux-style Red Blend,Mendoza Province
1856,85-89,243,10-19,Torrontés,Other
1857,85-89,233,10-19,Malbec,Mendoza Province
1858,85-89,182,20-29,Malbec,Mendoza Province
1859,85-89,274,20-29,Syrah,Other
1860,85-89,254,10-19,Cabernet Sauvignon,Mendoza Province
1861,85-89,231,20-29,Cabernet Sauvignon,Mendoza Province
1862,85-89,249,10-19,Malbec,Mendoza Province
1863,90-94,265,30-39,Red Blend,Mendoza Province
1864,85-89,211,10-19,Chardonnay,Mendoza Province
1865,85-89,207,10-19,Malbec,Mendoza Province
1866,90-94,391,100+,Pinot Noir,Other
1867,90-94,317,30-39,Malbec,Mendoza Province
1868,85-89,228,10-19,Bonarda,Mendoza Province
1869,85-89,268,20-29,Malbec,Mendoza Province
1870,85-89,306,20-29,Red Blend,Mendoza Province
1871,85-89,283,10-19,Malbec,Mendoza Province
1872,85-89,272,20-29,Malbec,Mendoza Province
1873,85-89,206,10-19,Malbec,Mendoza Province
1874,85-89,225,10-19,Cabernet Sauvignon,Mendoza Province
1875,85-89,238,10-19,Merlot,Mendoza Province
1876,90-94,231,20-29,Malbec,Mendoza Province
1877,90-94,257,20-29,Malbec,Mendoza Province
1878,90-94,285,10-19,Red Blend,Mendoza Province
1879,90-94,288,60-79,Cabernet Sauvignon,Mendoza Province
1880,90-94,267,100+,Malbec,Mendoza Province
1881,80-84,257,20-29,Cabernet Sauvignon,Mendoza Province
1882,80-84,205,10-19,Malbec,Mendoza Province
1883,80-84,240,10-19,Malbec,Mendoza Province
1884,80-84,172,10-19,Cabernet Sauvignon,Mendoza Province
1885,80-84,260,10-19,Cabernet Sauvignon,Mendoza Province
1886,85-89,242,20-29,Cabernet Sauvignon,Mendoza Province
1887,85-89,267,10-19,Malbec,Mendoza Province
1888,85-89,346,10-19,Red Blend,Mendoza Province
1889,90-94,260,20-29,Malbec,Mendoza Province
1890,90-94,399,30-39,Bordeaux-style Red Blend,Mendoza Province
1891,90-94,330,100+,Cabernet Sauvignon,Mendoza Province
1892,85-89,204,10-19,Cabernet Sauvignon,Mendoza Province
1893,85-89,263,10-19,Cabernet Sauvignon,Mendoza Province
1894,90-94,381,80-99,Malbec,Mendoza Province
1895,90-94,322,100+,Malbec-Cabernet Sauvignon,Mendoza Province
1896,90-94,352,50-59,Red Blend,Mendoza Province
1897,85-89,269,10-19,Cabernet Sauvignon,Mendoza Province
1898,85-89,222,10-19,Torrontés,Other
1899,85-89,246,10-19,Malbec-Cabernet Sauvignon,Mendoza Province
1900,85-89,276,20-29,Malbec,Mendoza Province
1901,90-94,319,30-39,Red Blend,Mendoza Province
1902,90-94,237,10-19,Malbec,Mendoza Province
1903,85-89,232,20-29,Malbec,Mendoza Province
1904,85-89,222,20-29,Cabernet Franc,Mendoza Province
1905,80-84,228,10-19,Red Blend,Other
1906,80-84,222,10-19,Cabernet Sauvignon-Shiraz,Other
1907,80-84,145,<10,Torrontés,Other
1908,80-84,281,10-19,Torrontés,Other
1909,90-94,320,100+,Cabernet Franc,Mendoza Province
1910,85-89,236,10-19,Cabernet Sauvignon,Mendoza Province
1911,85-89,218,10-19,Malbec,Other
1912,85-89,209,10-19,Pinot Grigio,Mendoza Province
1913,90-94,403,20-29,Malbec,Mendoza Province
1914,85-89,230,10-19,Torrontés,Other
1915,90-94,273,50-59,Bordeaux-style Red Blend,Mendoza Province
1916,85-89,238,30-39,Malbec,Mendoza Province
1917,90-94,305,60-79,Cabernet Sauvignon,Mendoza Province
1918,85-89,235,20-29,Malbec,Mendoza Province
1919,85-89,219,10-19,Malbec,Mendoza Province
1920,85-89,226,20-29,Cabernet Sauvignon,Mendoza Province
1921,85-89,285,10-19,Malbec,Mendoza Province
1922,85-89,264,10-19,Cabernet Sauvignon,Mendoza Province
1923,85-89,235,10-19,Torrontés,Other
1924,85-89,256,20-29,Cabernet Sauvignon,Mendoza Province
1925,95-99,323,50-59,Malbec,Mendoza Province
1926,90-94,365,50-59,Malbec,Mendoza Province
1927,90-94,333,80-99,Malbec,Mendoza Province
1928,80-84,199,10-19,Torrontés,Other
1929,80-84,193,10-19,Cabernet Sauvignon,Mendoza Province
1930,90-94,301,20-29,Cabernet Franc,Mendoza Province
1931,85-89,270,20-29,Chardonnay,Mendoza Province
1932,85-89,319,40-49,Red Blend,Other
1933,85-89,262,20-29,Cabernet Sauvignon,Mendoza Province
1934,90-94,312,30-39,Red Blend,Mendoza Province
1935,90-94,336,50-59,Red Blend,Mendoza Province
1936,90-94,263,20-29,Malbec,Mendoza Province
1937,90-94,316,40-49,Malbec,Mendoza Province
1938,90-94,294,100+,Malbec,Mendoza Province
1939,85-89,260,10-19,Syrah-Bonarda,Mendoza Province
1940,85-89,259,10-19,Malbec,Mendoza Province
1941,85-89,218,10-19,Torrontés,Other
1942,85-89,249,10-19,Cabernet Sauvignon,Mendoza Province
1943,85-89,219,10-19,Cabernet Sauvignon,Other
1944,90-94,206,20-29,Malbec,Mendoza Province
1945,90-94,268,10-19,Malbec,Mendoza Province
1946,90-94,218,50-59,Red Blend,Mendoza Province
1947,90-94,288,50-59,Red Blend,Mendoza Province
1948,90-94,289,10-19,Cabernet Sauvignon,Mendoza Province
1949,85-89,301,30-39,Bordeaux-style Red Blend,Mendoza Province
1950,85-89,219,20-29,Chardonnay,Mendoza Province
1951,85-89,239,10-19,Malbec,Mendoza Province
1952,85-89,252,20-29,Red Blend,Mendoza Province
1953,85-89,204,10-19,Cabernet Sauvignon,Mendoza Province
1954,85-89,251,20-29,Malbec,Mendoza Province
1955,85-89,208,20-29,Malbec,Mendoza Province
1956,85-89,281,20-29,Cabernet Sauvignon,Mendoza Province
1957,85-89,219,10-19,Malbec,Other
1958,85-89,296,30-39,Malbec,Other
1959,90-94,309,10-19,Malbec,Other
1960,80-84,225,10-19,Malbec-Cabernet Sauvignon,Mendoza Province
1961,80-84,203,10-19,Red Blend,Mendoza Province
1962,80-84,117,10-19,Chenin Blanc,Mendoza Province
1963,80-84,220,10-19,Pinot Noir,Mendoza Province
1964,80-84,195,20-29,Malbec,Mendoza Province
1965,80-84,194,10-19,Malbec,Mendoza Province
1966,85-89,282,20-29,Torrontés,Other
1967,85-89,242,20-29,Cabernet Sauvignon,Mendoza Province
1968,85-89,228,10-19,Cabernet Sauvignon,Mendoza Province
1969,90-94,289,10-19,Bonarda,Mendoza Province
1970,90-94,308,10-19,Malbec,Mendoza Province
1971,90-94,338,20-29,Malbec,Mendoza Province
1972,90-94,326,60-79,Malbec,Other
1973,90-94,312,100+,Malbec,Mendoza Province
1974,90-94,328,40-49,Malbec,Mendoza Province
1975,90-94,298,30-39,Cabernet Sauvignon,Mendoza Province
1976,90-94,256,40-49,Malbec,Mendoza Province
1977,90-94,337,20-29,Malbec,Mendoza Province
1978,90-94,366,80-99,Malbec,Mendoza Province
1979,90-94,338,80-99,Malbec,Mendoza Province
1980,85-89,229,10-19,Torrontés,Mendoza Province
1981,80-84,208,<10,Malbec,Other
1982,80-84,119,<10,Malbec,Other
1983,80-84,193,<10,Chardonnay,Mendoza Province
1984,80-84,194,10-19,Malbec,Other
1985,80-84,136,10-19,Chardonnay,Mendoza Province
1986,80-84,224,10-19,White Blend,Mendoza Province
1987,85-89,322,60-79,Cabernet Franc,Mendoza Province
1988,80-84,401,10-19,Cabernet Sauvignon,Other
1989,80-84,261,20-29,Sparkling Blend,Mendoza Province
1990,80-84,338,10-19,Malbec,Mendoza Province
1991,90-94,289,20-29,Malbec,Mendoza Province
1992,85-89,230,10-19,Pinot Noir,Other
1993,90-94,333,50-59,Malbec,Mendoza Province
1994,85-89,243,10-19,Merlot,Mendoza Province
1995,90-94,320,30-39,Bordeaux-style Red Blend,Mendoza Province
1996,90-94,297,40-49,Red Blend,Mendoza Province
1997,85-89,235,<10,Shiraz,Other
1998,85-89,213,40-49,Bordeaux-style Red Blend,Other
1999,85-89,273,<10,Malbec-Tempranillo,Mendoza Province
2000,85-89,335,50-59,Red Blend,Mendoza Province
2001,85-89,297,20-29,Cabernet Sauvignon,Mendoza Province
2002,85-89,337,10-19,Pinot Noir,Mendoza Province
2003,80-84,188,10-19,Malbec,Mendoza Province
2004,80-84,176,10-19,Malbec,Mendoza Province
2005,80-84,224,10-19,Rosé,Other
2006,80-84,244,10-19,Red Blend,Mendoza Province
2007,80-84,167,10-19,Chardonnay,Mendoza Province
2008,80-84,155,30-39,Sauvignon Blanc,Other
2009,80-84,220,10-19,Pinot Noir,Other
2010,90-94,223,20-29,Cabernet Franc,Mendoza Province
2011,90-94,239,30-39,Malbec-Petit Verdot,Mendoza Province
2012,80-84,219,10-19,Cabernet Sauvignon,Mendoza Province
2013,80-84,179,10-19,Pinot Noir,Mendoza Province
2014,80-84,201,10-19,Red Blend,Mendoza Province
2015,85-89,265,10-19,Cabernet Sauvignon,Mendoza Province
2016,80-84,217,10-19,Cabernet Sauvignon,Other
2017,85-89,235,10-19,Chardonnay,Mendoza Province
2018,80-84,334,10-19,Malbec,Mendoza Province
2019,80-84,311,10-19,Malbec,Mendoza Province
2020,85-89,208,30-39,Red Blend,Other
2021,90-94,296,60-79,Red Blend,Mendoza Province
2022,90-94,364,30-39,Malbec,Mendoza Province
2023,90-94,369,30-39,Malbec,Mendoza Province
2024,90-94,335,30-39,Malbec,Mendoza Province
2025,90-94,275,30-39,Cabernet Franc-Malbec,Mendoza Province
2026,80-84,260,20-29,Viognier,Mendoza Province
2027,85-89,243,30-39,Malbec,Mendoza Province
2028,85-89,245,20-29,Malbec,Mendoza Province
2029,85-89,253,10-19,Cabernet Sauvignon,Mendoza Province
2030,90-94,291,100+,Cabernet Franc,Mendoza Province
2031,85-89,262,20-29,Malbec,Other
2032,85-89,212,10-19,Torrontés,Mendoza Province
2033,85-89,210,10-19,Chardonnay,Mendoza Province
2034,90-94,290,20-29,Malbec,Other
2035,90-94,282,30-39,Malbec,Mendoza Province
2036,85-89,255,20-29,Cabernet Sauvignon,Mendoza Province
2037,85-89,276,10-19,Malbec,Mendoza Province
2038,85-89,283,30-39,Malbec,Mendoza Province
2039,90-94,269,30-39,Malbec Blend,Mendoza Province
2040,85-89,275,20-29,Malbec-Cabernet Sauvignon,Mendoza Province
2041,80-84,202,10-19,Chardonnay,Mendoza Province
2042,80-84,221,10-19,Malbec,Mendoza Province
2043,80-84,226,10-19,Malbec,Mendoza Province
2044,80-84,222,10-19,Sauvignon Blanc,Mendoza Province
2045,80-84,167,10-19,Chardonnay,Mendoza Province
2046,85-89,273,10-19,Malbec,Mendoza Province
2047,85-89,221,10-19,Malbec,Mendoza Province
2048,85-89,229,10-19,Malbec,Mendoza Province
2049,85-89,247,10-19,Bonarda,Mendoza Province
2050,90-94,319,10-19,Shiraz-Malbec,Mendoza Province
2051,90-94,325,20-29,Malbec,Mendoza Province
2052,85-89,249,20-29,Malbec,Mendoza Province
2053,85-89,260,10-19,Cabernet Sauvignon,Mendoza Province
2054,85-89,283,30-39,Malbec,Mendoza Province
2055,90-94,276,20-29,Malbec,Mendoza Province
2056,90-94,238,20-29,Malbec,Mendoza Province
2057,90-94,298,20-29,Cabernet Sauvignon,Mendoza Province
2058,90-94,282,60-79,Malbec,Mendoza Province
